txn_id,user_id,txn_date,txn_type,category,amount,status
T935689,U3374,2025-01-22,UPI,Transport,1082.25,success
T646596,U3374,2025-02-24,UPI,Shopping,141.54,success
T454805,U3374,2024-12-21,FamCard,Food,144.35,success
T279244,U3374,2024-10-20,FamCard,Food,157.33,success
T214039,U3374,2024-11-07,QR,Transport,444.1,success
T323729,U3374,2024-11-24,QR,Gaming,409.18,success
T737548,U3375,2024-03-30,UPI,Gaming,135.69,pending
T936710,U3375,2024-07-08,UPI,Education,246.05,success
T158225,U3375,2024-05-02,QR,Food,293.07,success
T109097,U3375,2024-05-28,QR,Education,528.18,failed
T599976,U3375,2024-08-12,FamCard,Gaming,41.08,pending
T578710,U3375,2024-06-20,UPI,Gaming,63.08,success
T577538,U3375,2024-03-30,FamCard,Transport,522.65,success
T455691,U3375,2024-07-02,FamCard,Education,595.35,success
T308066,U3375,2024-09-10,QR,Food,572.69,success
T484517,U3375,2024-06-25,UPI,Entertainment,1450.5,success
T823361,U3375,2024-06-28,FamCard,Shopping,176.2,pending
T232873,U3375,2024-04-17,UPI,Food,26.77,success
T544389,U3375,2024-05-24,UPI,Gaming,349.97,success
T444625,U3375,2024-04-18,QR,Education,33.78,success
T220807,U3375,2024-08-01,FamCard,Food,582.33,success
T691012,U3375,2024-08-14,FamCard,Shopping,496.41,success
T363173,U3375,2024-06-13,QR,Entertainment,118.18,success
T166030,U3375,2024-07-28,UPI,Transport,547.88,success
T103056,U3375,2024-07-12,QR,Transport,291.6,pending
T380343,U3376,2024-10-29,QR,Shopping,575.23,success
T195815,U3376,2024-07-12,UPI,Education,20.92,success
T837466,U3376,2024-08-30,UPI,Gaming,299.42,success
T259917,U3376,2024-08-17,UPI,Gaming,268.89,success
T864429,U3376,2024-12-11,FamCard,Gaming,1479.27,success
T934995,U3376,2024-07-13,UPI,Education,1076.27,success
T755860,U3376,2024-07-24,QR,Shopping,2692.93,success
T818892,U3376,2024-09-14,UPI,Entertainment,1250.77,success
T764274,U3376,2024-07-25,UPI,Shopping,58.54,success
T258846,U3376,2024-07-26,FamCard,Gaming,19.06,success
T476065,U3376,2024-08-27,UPI,Entertainment,2253.6,failed
T261200,U3376,2024-10-08,UPI,Education,812.3,success
T657604,U3376,2024-09-12,FamCard,Transport,209.59,success
T279906,U3376,2024-11-02,UPI,Education,89.94,success
T516327,U3376,2024-09-26,FamCard,Food,80.26,success
T692105,U3376,2024-09-20,QR,Food,426.12,success
T160858,U3376,2024-10-13,QR,Gaming,227.06,success
T794736,U3376,2024-11-03,UPI,Food,526.74,success
T110347,U3376,2024-07-15,FamCard,Food,24.73,success
T650557,U3376,2024-07-13,UPI,Gaming,641.33,pending
T232978,U3379,2024-05-12,FamCard,Transport,291.82,success
T295958,U3379,2024-10-06,UPI,Entertainment,310.91,success
T264313,U3379,2024-06-28,UPI,Education,18.08,success
T715334,U3379,2024-07-19,UPI,Food,57.48,success
T252182,U3379,2024-08-07,FamCard,Entertainment,305.67,success
T339688,U3379,2024-07-16,UPI,Food,273.66,success
T911748,U3379,2024-05-10,UPI,Education,23.82,success
T215810,U3379,2024-08-07,QR,Education,249.27,success
T427581,U3379,2024-10-08,FamCard,Entertainment,428.87,success
T369724,U3381,2025-02-21,UPI,Gaming,514.51,success
T276953,U3381,2025-01-04,QR,Shopping,346.02,success
T737945,U3382,2024-07-01,FamCard,Gaming,965.6,success
T181428,U3382,2024-02-14,UPI,Gaming,109.33,success
T225623,U3382,2024-06-18,UPI,Education,44.95,pending
T809833,U3382,2024-04-17,QR,Transport,393.08,success
T411634,U3382,2024-05-27,FamCard,Education,179.66,success
T874853,U3382,2024-06-19,FamCard,Food,1517.08,success
T622199,U3382,2024-07-05,FamCard,Entertainment,138.57,success
T123856,U3382,2024-06-10,FamCard,Gaming,116.25,success
T806197,U3382,2024-04-16,UPI,Education,129.32,failed
T833389,U3382,2024-03-26,FamCard,Food,17.46,success
T843464,U3382,2024-03-31,QR,Entertainment,689.91,success
T252060,U3382,2024-04-29,UPI,Education,515.85,success
T826095,U3382,2024-07-28,QR,Transport,161.33,failed
T764824,U3382,2024-06-13,QR,Transport,484.61,success
T132439,U3382,2024-06-22,QR,Food,84.88,success
T591225,U3384,2024-11-23,UPI,Gaming,327.19,success
T268366,U3384,2024-07-14,UPI,Education,862.74,success
T136892,U3384,2024-07-25,QR,Gaming,191.05,success
T362203,U3384,2024-06-22,QR,Food,437.9,success
T894998,U3384,2024-09-05,FamCard,Transport,534.13,success
T939924,U3384,2024-09-23,FamCard,Education,59.68,success
T274957,U3384,2024-08-15,FamCard,Food,108.54,success
T997019,U3384,2024-10-19,UPI,Transport,104.11,success
T764987,U3384,2024-08-22,QR,Gaming,174.01,failed
T971996,U3384,2024-10-13,FamCard,Education,25.57,success
T335025,U3384,2024-09-18,FamCard,Gaming,289.18,failed
T471740,U3384,2024-08-25,UPI,Food,116.99,success
T331542,U3384,2024-09-01,UPI,Gaming,559.74,success
T640572,U3384,2024-11-17,UPI,Shopping,667.64,success
T706470,U3385,2024-05-22,UPI,Entertainment,288.04,success
T536972,U3385,2024-08-22,FamCard,Education,153.45,success
T592622,U3385,2024-06-26,UPI,Transport,402.12,failed
T713402,U3385,2024-08-29,QR,Food,83.58,success
T748701,U3385,2024-09-09,FamCard,Shopping,247.25,success
T904289,U3385,2024-07-16,UPI,Shopping,12.73,failed
T461878,U3385,2024-08-26,FamCard,Education,985.57,failed
T571025,U3385,2024-10-04,FamCard,Education,115.23,success
T281943,U3386,2025-01-30,QR,Transport,115.71,success
T963084,U3386,2024-12-07,FamCard,Transport,358.85,success
T505454,U3386,2024-12-24,FamCard,Transport,262.24,success
T769475,U3386,2025-03-08,QR,Entertainment,251.48,success
T620722,U3386,2024-11-06,UPI,Transport,18.65,success
T508556,U3386,2025-03-02,UPI,Gaming,319.24,success
T432466,U3386,2024-11-10,QR,Education,208.5,success
T353160,U3386,2024-11-12,FamCard,Gaming,708.43,success
T199224,U3386,2025-02-12,FamCard,Transport,194.46,success
T543470,U3386,2024-12-23,QR,Food,1105.15,pending
T904540,U3386,2024-12-02,QR,Entertainment,159.91,failed
T367590,U3386,2024-10-08,FamCard,Shopping,337.37,success
T474960,U3386,2025-02-16,UPI,Gaming,32.95,success
T916320,U3386,2025-03-21,QR,Entertainment,252.6,success
T440787,U3386,2024-10-24,UPI,Shopping,778.0,success
T662258,U3386,2025-03-01,UPI,Entertainment,439.14,success
T690408,U3386,2025-02-28,UPI,Food,214.59,success
T209365,U3386,2024-11-02,QR,Shopping,924.02,success
T971908,U3386,2024-12-01,QR,Food,59.58,success
T695671,U3387,2024-10-25,UPI,Entertainment,239.64,success
T836157,U3387,2024-10-13,QR,Gaming,306.58,success
T427483,U3387,2024-10-19,UPI,Gaming,33.36,failed
T935748,U3387,2024-08-24,UPI,Gaming,547.97,failed
T923418,U3387,2024-06-25,QR,Gaming,232.51,success
T979301,U3387,2024-11-09,FamCard,Education,213.9,success
T219808,U3387,2024-08-15,FamCard,Shopping,125.84,success
T879004,U3387,2024-08-26,FamCard,Entertainment,63.55,success
T523181,U3387,2024-11-11,QR,Shopping,241.56,success
T858672,U3388,2024-12-01,UPI,Transport,830.26,success
T245441,U3388,2025-01-12,QR,Entertainment,0.88,success
T546730,U3388,2024-11-05,QR,Transport,421.24,success
T408031,U3388,2024-12-11,UPI,Entertainment,42.36,success
T539722,U3388,2024-12-04,QR,Shopping,333.02,failed
T334237,U3388,2024-11-22,QR,Gaming,232.84,pending
T449854,U3388,2024-12-10,UPI,Education,966.18,success
T896493,U3388,2024-11-25,UPI,Entertainment,214.36,success
T830068,U3388,2024-11-23,QR,Shopping,548.24,failed
T598223,U3388,2024-11-22,UPI,Gaming,490.16,success
T241418,U3388,2024-11-12,UPI,Gaming,237.94,success
T909186,U3388,2025-01-04,UPI,Transport,10.21,success
T675575,U3388,2025-02-16,UPI,Food,574.14,success
T477686,U3388,2024-10-18,UPI,Transport,43.52,success
T787682,U3388,2025-01-08,QR,Entertainment,127.63,pending
T366540,U3388,2025-01-05,UPI,Shopping,1243.48,success
T539676,U3388,2025-03-21,FamCard,Transport,617.99,success
T646465,U3388,2025-03-22,FamCard,Entertainment,270.02,pending
T456322,U3388,2024-11-24,UPI,Entertainment,136.64,pending
T245125,U3389,2024-03-21,UPI,Transport,338.78,success
T362451,U3389,2024-04-05,FamCard,Food,314.78,success
T830158,U3389,2024-02-12,UPI,Education,588.67,success
T168211,U3389,2024-05-03,QR,Education,196.92,success
T380225,U3389,2024-02-05,FamCard,Education,239.39,success
T222720,U3389,2024-02-17,FamCard,Food,69.07,success
T833960,U3389,2024-02-11,UPI,Entertainment,68.02,success
T825433,U3389,2024-04-11,UPI,Gaming,571.41,success
T972865,U3389,2024-01-31,FamCard,Entertainment,762.69,success
T558695,U3389,2024-06-28,QR,Gaming,1235.67,success
T348733,U3389,2024-02-12,FamCard,Food,548.02,success
T757947,U3389,2024-05-28,FamCard,Entertainment,330.53,success
T384807,U3389,2024-05-05,FamCard,Entertainment,330.2,success
T875927,U3389,2024-03-01,UPI,Food,56.64,failed
T674325,U3389,2024-04-07,QR,Entertainment,267.71,success
T526577,U3389,2024-07-07,QR,Education,173.9,success
T517795,U3389,2024-02-25,UPI,Education,64.64,failed
T343470,U3389,2024-05-23,QR,Entertainment,393.19,success
T217548,U3390,2025-02-06,QR,Education,753.92,success
T760145,U3390,2025-04-18,FamCard,Entertainment,1940.91,success
T543105,U3390,2025-03-31,UPI,Education,272.14,success
T764807,U3390,2025-01-23,QR,Gaming,65.37,success
T693105,U3390,2025-04-13,FamCard,Education,157.14,success
T199836,U3390,2025-04-24,FamCard,Food,62.0,success
T541715,U3390,2025-04-26,UPI,Shopping,310.61,success
T349798,U3390,2025-01-27,UPI,Shopping,4.24,success
T592103,U3390,2025-05-16,QR,Entertainment,111.09,success
T984877,U3390,2025-01-19,FamCard,Entertainment,301.61,success
T982488,U3390,2025-03-17,UPI,Transport,255.99,success
T724266,U3390,2025-01-15,FamCard,Education,326.49,success
T247797,U3390,2024-12-24,UPI,Shopping,85.09,success
T824627,U3390,2025-05-31,FamCard,Shopping,1404.2,success
T655591,U3390,2025-03-16,FamCard,Gaming,590.03,success
T749427,U3390,2025-01-31,UPI,Food,427.29,success
T325874,U3390,2025-05-24,UPI,Education,306.86,success
T517099,U3391,2024-03-05,FamCard,Entertainment,426.25,success
T155526,U3391,2024-05-13,UPI,Gaming,90.85,failed
T549746,U3391,2024-04-10,FamCard,Food,1933.18,success
T452868,U3391,2024-02-01,UPI,Education,94.49,success
T933712,U3391,2024-06-29,FamCard,Transport,126.77,success
T772619,U3391,2024-04-04,UPI,Entertainment,809.29,success
T323015,U3391,2024-05-01,UPI,Education,320.33,success
T221335,U3391,2024-06-21,FamCard,Entertainment,217.09,success
T454606,U3391,2024-03-22,QR,Education,389.19,success
T465906,U3391,2024-05-12,QR,Transport,736.43,success
T940458,U3391,2024-07-09,FamCard,Entertainment,921.52,failed
T791556,U3392,2024-05-12,FamCard,Entertainment,524.78,success
T734836,U3392,2024-03-18,FamCard,Gaming,165.37,success
T320318,U3392,2024-04-08,QR,Gaming,362.51,success
T273416,U3392,2024-08-03,QR,Education,319.9,failed
T283870,U3392,2024-03-20,FamCard,Shopping,140.49,success
T526931,U3393,2024-06-17,QR,Food,253.03,failed
T667571,U3393,2024-09-15,UPI,Gaming,96.17,success
T144962,U3393,2024-07-26,FamCard,Education,38.74,pending
T723253,U3393,2024-05-29,UPI,Entertainment,187.49,success
T981406,U3393,2024-07-20,QR,Food,914.96,success
T404622,U3393,2024-07-02,FamCard,Transport,733.35,pending
T372473,U3393,2024-07-15,FamCard,Gaming,680.2,pending
T232806,U3393,2024-08-17,FamCard,Education,356.94,success
T588865,U3393,2024-06-18,UPI,Shopping,64.01,success
T714014,U3393,2024-07-20,UPI,Shopping,155.59,success
T426218,U3393,2024-06-10,UPI,Entertainment,558.55,success
T448510,U3395,2025-01-29,QR,Shopping,325.5,success
T130568,U3395,2025-03-09,QR,Transport,628.93,success
T657613,U3395,2024-12-25,QR,Shopping,645.64,success
T859775,U3395,2025-01-04,QR,Food,227.19,success
T779318,U3395,2024-10-25,QR,Food,943.77,success
T151160,U3395,2024-11-16,QR,Food,1567.98,success
T512423,U3395,2025-01-11,UPI,Transport,11.21,success
T365490,U3395,2024-10-05,QR,Food,600.79,success
T726124,U3395,2024-11-17,QR,Gaming,77.25,success
T167682,U3395,2025-01-03,QR,Entertainment,106.75,success
T543779,U3396,2025-02-02,QR,Entertainment,168.1,success
T225785,U3398,2024-03-26,QR,Shopping,554.1,failed
T373233,U3398,2024-03-27,FamCard,Gaming,313.33,success
T619152,U3398,2024-05-08,FamCard,Shopping,1182.59,success
T757351,U3398,2024-04-09,QR,Entertainment,5.94,success
T891287,U3398,2024-05-14,FamCard,Shopping,20.89,success
T119573,U3398,2024-02-06,UPI,Shopping,11.72,success
T834885,U3398,2024-06-30,FamCard,Entertainment,344.03,success
T187051,U3398,2024-04-13,FamCard,Education,209.12,success
T694652,U3398,2024-05-08,FamCard,Shopping,237.7,success
T623681,U3399,2024-06-07,QR,Transport,82.37,success
T748834,U3399,2024-08-06,UPI,Education,404.8,success
T728422,U3399,2024-09-11,QR,Food,119.94,success
T897419,U3399,2024-10-10,QR,Education,145.34,failed
T238971,U3399,2024-11-19,UPI,Shopping,190.61,success
T230131,U3399,2024-10-09,UPI,Food,338.06,success
T161579,U3399,2024-07-03,FamCard,Entertainment,144.71,success
T757400,U3399,2024-07-20,QR,Shopping,26.31,pending
T771888,U3399,2024-11-11,QR,Education,277.2,success
T715270,U3399,2024-07-25,FamCard,Gaming,283.98,success
T281476,U3399,2024-08-28,UPI,Transport,148.02,success
T721114,U3399,2024-11-08,FamCard,Food,387.63,success
T577088,U3399,2024-06-17,QR,Food,270.18,success
T409615,U3399,2024-07-07,QR,Transport,88.08,success
T334391,U3399,2024-06-10,UPI,Shopping,1180.76,success
T779405,U3400,2025-04-24,QR,Shopping,612.56,failed
T176445,U3400,2025-02-21,QR,Entertainment,783.98,success
T987094,U3400,2025-01-29,FamCard,Shopping,591.17,success
T311247,U3403,2024-11-13,UPI,Gaming,47.01,success
T103155,U3403,2025-02-01,FamCard,Gaming,498.54,success
T959430,U3404,2024-08-14,QR,Entertainment,130.24,success
T880150,U3404,2024-11-03,FamCard,Food,376.53,success
T836963,U3404,2024-11-13,QR,Shopping,240.41,success
T461947,U3404,2024-11-17,FamCard,Education,512.22,success
T597487,U3404,2024-07-04,FamCard,Gaming,261.29,success
T376129,U3404,2024-07-02,UPI,Shopping,195.3,success
T278151,U3404,2024-10-17,QR,Transport,8.65,success
T759991,U3404,2024-08-18,QR,Food,132.25,success
T529605,U3404,2024-11-16,QR,Gaming,333.37,success
T570560,U3404,2024-08-04,UPI,Entertainment,376.33,success
T469757,U3404,2024-10-05,FamCard,Entertainment,366.91,success
T833684,U3404,2024-06-13,FamCard,Gaming,420.86,success
T567997,U3404,2024-07-14,QR,Education,254.62,failed
T697534,U3404,2024-10-08,FamCard,Gaming,93.1,success
T726849,U3404,2024-11-25,UPI,Entertainment,1097.28,success
T967076,U3404,2024-11-24,QR,Entertainment,475.02,success
T360073,U3404,2024-07-14,QR,Entertainment,40.98,pending
T477918,U3405,2024-12-24,UPI,Entertainment,513.93,success
T802559,U3405,2025-03-31,UPI,Gaming,71.12,success
T654105,U3405,2024-11-12,QR,Shopping,288.71,success
T445497,U3405,2024-11-18,UPI,Education,5.22,success
T332358,U3405,2025-04-08,QR,Gaming,540.34,success
T521826,U3405,2024-11-15,FamCard,Education,297.37,success
T802159,U3405,2025-03-26,FamCard,Food,666.29,success
T900996,U3405,2024-11-18,QR,Gaming,213.1,success
T755597,U3405,2025-01-17,UPI,Education,159.71,success
T446494,U3405,2025-03-26,FamCard,Transport,32.77,success
T940341,U3405,2024-12-24,UPI,Food,211.32,success
T572304,U3405,2024-10-31,FamCard,Education,112.04,success
T641379,U3406,2025-04-16,UPI,Food,731.55,success
T469255,U3406,2025-06-16,FamCard,Food,306.6,success
T924437,U3406,2025-06-18,UPI,Food,97.6,success
T543627,U3406,2025-05-19,FamCard,Entertainment,152.45,success
T974402,U3406,2025-06-20,QR,Shopping,133.63,success
T682676,U3406,2025-01-17,UPI,Entertainment,0.28,success
T626222,U3406,2025-04-24,UPI,Entertainment,115.56,success
T209636,U3406,2025-04-19,UPI,Transport,1652.49,success
T560978,U3406,2025-03-31,QR,Shopping,266.44,pending
T620414,U3406,2025-03-13,QR,Food,155.78,success
T644826,U3406,2025-04-09,FamCard,Shopping,417.47,success
T870362,U3406,2025-03-17,UPI,Transport,512.69,success
T805295,U3406,2025-01-27,FamCard,Food,408.69,success
T271280,U3407,2024-11-10,FamCard,Transport,115.57,success
T179771,U3407,2024-12-10,QR,Education,16.08,success
T985917,U3407,2024-10-04,UPI,Transport,1083.51,success
T858040,U3407,2025-01-14,UPI,Education,301.02,success
T368835,U3407,2024-11-30,QR,Gaming,6.59,pending
T711043,U3407,2024-11-06,QR,Entertainment,440.79,success
T713725,U3407,2024-11-11,QR,Entertainment,380.64,success
T529607,U3407,2024-10-12,QR,Entertainment,81.04,success
T819249,U3407,2024-09-23,FamCard,Food,1888.73,success
T893695,U3407,2025-01-03,QR,Entertainment,204.43,success
T273871,U3407,2025-01-27,FamCard,Entertainment,893.79,success
T282614,U3407,2025-01-23,UPI,Food,135.43,success
T605273,U3407,2024-10-07,QR,Food,797.7,success
T617618,U3407,2024-09-04,UPI,Gaming,312.73,success
T947162,U3407,2024-11-24,QR,Food,79.07,success
T258986,U3407,2024-11-01,FamCard,Shopping,928.01,failed
T178228,U3407,2024-08-31,UPI,Transport,191.84,success
T143372,U3409,2025-04-21,QR,Food,369.12,success
T632377,U3409,2025-04-26,FamCard,Gaming,419.56,success
T716540,U3409,2025-04-19,QR,Gaming,282.22,success
T196456,U3409,2025-01-06,FamCard,Entertainment,65.68,success
T634498,U3409,2025-04-23,FamCard,Education,22.71,success
T435338,U3409,2025-01-04,UPI,Gaming,266.66,success
T158403,U3409,2025-01-27,QR,Transport,342.03,success
T175056,U3409,2025-05-30,FamCard,Food,572.58,success
T202541,U3409,2025-01-17,FamCard,Entertainment,205.42,success
T353461,U3409,2025-04-24,FamCard,Food,338.77,success
T135137,U3409,2025-04-12,FamCard,Transport,374.33,success
T401012,U3409,2025-05-14,UPI,Food,45.89,success
T375521,U3409,2025-05-19,FamCard,Food,396.04,failed
T314679,U3409,2025-03-05,UPI,Food,228.71,success
T418344,U3409,2025-03-22,QR,Entertainment,123.89,failed
T902324,U3409,2025-02-15,FamCard,Transport,516.68,success
T505495,U3409,2025-04-01,QR,Food,128.15,success
T167215,U3411,2024-09-22,FamCard,Entertainment,100.77,success
T973297,U3411,2024-10-03,UPI,Gaming,22.88,success
T915270,U3411,2024-06-30,FamCard,Food,187.22,success
T448617,U3411,2024-06-27,QR,Gaming,741.22,success
T911948,U3411,2024-05-04,QR,Food,219.7,success
T898353,U3411,2024-08-19,UPI,Education,247.66,success
T457340,U3411,2024-09-12,UPI,Shopping,3.78,success
T208040,U3411,2024-09-08,UPI,Entertainment,433.41,success
T730904,U3411,2024-06-11,UPI,Shopping,85.45,success
T913417,U3411,2024-06-26,FamCard,Transport,85.05,failed
T894961,U3411,2024-06-18,FamCard,Entertainment,53.19,success
T632425,U3412,2024-11-29,UPI,Shopping,144.47,success
T776833,U3412,2025-02-23,UPI,Education,525.21,failed
T315490,U3412,2025-02-02,FamCard,Entertainment,310.53,success
T320078,U3412,2025-04-07,UPI,Entertainment,122.24,success
T575304,U3412,2025-04-08,FamCard,Shopping,33.04,success
T297784,U3412,2024-12-24,FamCard,Transport,383.08,success
T417352,U3412,2024-11-06,QR,Entertainment,50.58,success
T459863,U3412,2024-11-11,UPI,Food,320.3,success
T513599,U3412,2025-01-23,UPI,Education,1339.28,success
T397699,U3412,2024-12-16,FamCard,Transport,1489.57,success
T380565,U3412,2025-02-04,FamCard,Entertainment,14.44,failed
T450181,U3412,2025-03-07,FamCard,Shopping,136.0,success
T352900,U3412,2024-10-25,UPI,Food,18.38,success
T827784,U3412,2024-12-06,FamCard,Education,350.76,success
T969211,U3412,2025-01-07,QR,Shopping,455.34,success
T778715,U3412,2024-12-20,QR,Entertainment,658.14,success
T408462,U3412,2024-11-23,FamCard,Education,207.92,success
T913657,U3412,2025-04-14,UPI,Transport,676.3,success
T975386,U3412,2024-12-15,UPI,Entertainment,204.0,success
T664881,U3412,2024-11-01,QR,Food,538.74,success
T821407,U3412,2024-10-28,QR,Shopping,990.21,success
T554631,U3412,2025-04-02,QR,Transport,217.87,success
T551012,U3413,2025-04-21,QR,Gaming,82.75,success
T864273,U3413,2025-01-08,UPI,Entertainment,121.43,success
T416083,U3413,2025-04-27,FamCard,Shopping,485.48,success
T192947,U3413,2025-05-25,QR,Shopping,401.47,success
T929059,U3413,2025-05-20,QR,Transport,229.71,failed
T952501,U3413,2025-04-10,FamCard,Entertainment,595.2,success
T330015,U3413,2025-01-25,QR,Gaming,192.87,success
T570871,U3413,2024-12-27,QR,Transport,479.22,success
T257148,U3413,2025-02-11,UPI,Food,357.79,success
T901069,U3413,2025-01-12,FamCard,Education,65.91,success
T244668,U3413,2025-05-08,UPI,Transport,1828.95,success
T330116,U3414,2024-07-18,UPI,Entertainment,83.83,pending
T990423,U3414,2024-03-24,QR,Shopping,383.2,success
T482956,U3414,2024-08-17,FamCard,Shopping,1606.2,success
T208707,U3414,2024-07-06,UPI,Gaming,140.69,success
T479678,U3414,2024-03-07,QR,Transport,293.37,success
T193366,U3414,2024-07-04,FamCard,Education,387.3,success
T834309,U3414,2024-07-14,UPI,Education,143.06,success
T573668,U3414,2024-07-25,FamCard,Shopping,36.08,success
T157248,U3414,2024-04-05,QR,Gaming,544.84,success
T646468,U3414,2024-08-09,FamCard,Shopping,745.39,success
T262438,U3414,2024-04-04,QR,Shopping,2115.77,success
T902561,U3414,2024-07-03,QR,Food,17.67,success
T106830,U3414,2024-04-22,UPI,Gaming,125.73,failed
T962349,U3414,2024-07-31,UPI,Shopping,435.76,success
T773539,U3416,2024-08-26,QR,Food,612.85,success
T761912,U3416,2024-06-29,UPI,Food,50.88,failed
T646687,U3416,2024-08-28,UPI,Shopping,46.78,success
T693020,U3416,2024-10-21,FamCard,Entertainment,839.33,success
T402621,U3416,2024-10-19,QR,Gaming,746.27,success
T254420,U3416,2024-09-21,UPI,Entertainment,163.74,success
T738743,U3416,2024-05-20,UPI,Gaming,878.03,success
T141268,U3416,2024-08-18,UPI,Education,89.51,success
T619185,U3416,2024-08-01,UPI,Gaming,38.32,success
T562444,U3416,2024-07-16,UPI,Food,102.69,failed
T794332,U3416,2024-07-31,FamCard,Transport,250.48,failed
T678553,U3416,2024-08-23,UPI,Education,307.96,success
T378361,U3416,2024-08-26,UPI,Gaming,414.38,success
T637856,U3416,2024-07-17,UPI,Food,5.38,success
T968318,U3416,2024-09-25,FamCard,Education,523.2,success
T669027,U3416,2024-07-18,UPI,Shopping,16.16,success
T478596,U3416,2024-08-08,FamCard,Gaming,552.7,success
T777706,U3416,2024-10-12,QR,Education,67.29,success
T406161,U3416,2024-06-26,UPI,Gaming,37.72,success
T770962,U3416,2024-06-11,FamCard,Food,720.21,success
T405942,U3416,2024-09-09,QR,Food,305.62,failed
T723822,U3416,2024-07-27,UPI,Entertainment,1327.36,success
T758177,U3417,2024-09-30,FamCard,Gaming,18.76,success
T688761,U3417,2024-10-31,QR,Entertainment,113.13,success
T175203,U3417,2025-01-05,FamCard,Transport,7.87,success
T557991,U3417,2025-02-02,FamCard,Gaming,373.75,success
T549209,U3417,2024-12-10,UPI,Shopping,107.69,success
T904530,U3417,2024-09-06,UPI,Food,84.81,success
T356388,U3417,2024-10-26,UPI,Food,325.79,failed
T444780,U3417,2025-01-13,FamCard,Gaming,615.06,success
T422038,U3417,2025-01-07,FamCard,Transport,64.11,success
T600473,U3417,2024-09-11,UPI,Entertainment,226.19,success
T781763,U3417,2024-09-17,UPI,Entertainment,23.3,success
T693020,U3422,2024-05-04,FamCard,Shopping,299.39,failed
T391117,U3422,2024-03-26,QR,Transport,52.72,failed
T858312,U3422,2024-06-02,FamCard,Transport,106.39,success
T697600,U3422,2024-05-04,FamCard,Education,327.22,success
T660026,U3422,2024-05-11,FamCard,Food,161.39,success
T411688,U3422,2024-01-31,QR,Shopping,850.21,success
T101175,U3422,2024-05-29,QR,Education,147.41,pending
T161847,U3427,2024-12-01,QR,Education,169.7,success
T375355,U3427,2024-12-07,UPI,Gaming,243.12,success
T356853,U3427,2025-01-20,UPI,Food,104.61,success
T244292,U3427,2024-11-21,UPI,Education,272.58,success
T406793,U3427,2025-01-24,UPI,Education,119.7,success
T989605,U3427,2025-02-06,FamCard,Gaming,545.94,success
T540246,U3427,2025-01-12,UPI,Entertainment,116.41,success
T560412,U3427,2025-01-01,FamCard,Shopping,7.72,pending
T511085,U3427,2025-01-09,QR,Education,768.42,success
T406925,U3427,2025-02-13,QR,Gaming,108.43,failed
T962251,U3427,2025-02-18,FamCard,Food,593.46,success
T196292,U3427,2025-02-14,QR,Gaming,67.48,success
T217745,U3427,2024-11-20,FamCard,Food,805.89,success
T946564,U3427,2025-01-02,UPI,Food,280.7,success
T565741,U3427,2025-01-01,FamCard,Shopping,387.99,failed
T181324,U3427,2025-04-04,QR,Entertainment,249.99,pending
T661096,U3427,2025-03-07,FamCard,Education,180.88,success
T710552,U3429,2024-07-26,FamCard,Entertainment,233.02,success
T503125,U3429,2024-09-28,QR,Education,956.71,success
T234019,U3429,2024-06-07,UPI,Shopping,216.12,success
T830911,U3429,2024-06-20,QR,Entertainment,101.86,success
T571118,U3429,2024-08-27,QR,Gaming,358.59,pending
T395553,U3429,2024-10-03,UPI,Gaming,79.81,success
T456891,U3430,2024-04-14,UPI,Entertainment,801.03,success
T823726,U3430,2024-06-06,UPI,Education,246.2,pending
T217531,U3430,2024-04-28,UPI,Education,122.43,failed
T957138,U3431,2024-08-29,UPI,Shopping,311.89,success
T749064,U3431,2024-08-23,UPI,Transport,363.17,success
T877613,U3431,2024-10-24,UPI,Food,41.9,success
T381022,U3431,2024-10-20,QR,Gaming,394.13,success
T731332,U3431,2024-11-09,UPI,Entertainment,518.36,success
T750235,U3431,2024-11-29,UPI,Shopping,286.96,success
T385445,U3431,2024-11-01,QR,Gaming,67.74,success
T298037,U3431,2025-01-18,FamCard,Food,890.67,success
T855629,U3431,2024-12-24,FamCard,Education,17.41,failed
T276175,U3431,2024-10-16,FamCard,Entertainment,202.27,success
T446464,U3431,2024-11-03,QR,Food,759.37,success
T666503,U3433,2024-08-28,FamCard,Food,82.75,success
T419967,U3433,2024-06-05,QR,Entertainment,432.49,failed
T261879,U3433,2024-09-29,QR,Shopping,753.87,success
T733419,U3433,2024-07-31,QR,Education,568.89,success
T760149,U3433,2024-10-15,UPI,Transport,362.33,success
T918751,U3433,2024-09-21,QR,Education,618.23,pending
T416839,U3435,2024-11-08,UPI,Food,73.48,success
T491369,U3435,2024-08-12,UPI,Shopping,161.82,success
T493392,U3435,2024-08-01,QR,Gaming,361.33,success
T603480,U3435,2024-06-18,QR,Shopping,454.16,success
T744410,U3435,2024-09-17,UPI,Transport,403.8,success
T222196,U3435,2024-06-18,FamCard,Shopping,22.44,success
T180047,U3435,2024-08-21,UPI,Shopping,28.67,success
T385295,U3435,2024-10-04,FamCard,Entertainment,235.5,success
T487369,U3435,2024-08-17,QR,Entertainment,34.94,success
T248402,U3435,2024-08-19,QR,Entertainment,46.55,success
T531494,U3435,2024-07-25,QR,Education,331.43,success
T786508,U3435,2024-06-25,FamCard,Shopping,694.71,failed
T646992,U3435,2024-10-06,UPI,Gaming,411.08,success
